Id,Type,Question,Answer,Reference,Book,Chapter,Verse,StartVerse
2997,G,"Who said to Festus, ""I would like to hear this man myself.""?",Agrippa,Acts 25:22,Acts,25,22,22
2998,G,"To whom did Agrippa say, ""I would like to hear this man myself.""?",Festus,Acts 25:22,Acts,25,22,22
2999,G,Whom will Agrippa hear tomorrow?,Paul,Acts 25:22,Acts,25,22,22
3000,G,"Who replied, ""Tomorrow you will hear him.""?",Festus,Acts 25:22,Acts,25,22,22
3001,A,"According to Acts, chapter 25, verse 23, who was brought in?",Paul,Acts 25:23,Acts,25,23,23
3002,A,"According to Acts, chapter 25, verse 23, what did Agrippa and Bernice enter?",The audience room,Acts 25:23,Acts,25,23,23
3003,S,"Situation question: who said it, and about whom: ""The whole Jewish community has petitioned me about him in Jerusalem and here in Caesarea, shouting that he ought not to live any longer.""?",Festus said it about Paul,Acts 25:24,Acts,25,24,24
3004,G,About whom has the whole Jewish community petitioned Festus?,Paul,Acts 25:24,Acts,25,24,24
3005,G,Whom has the whole Jewish community petitioned about Paul?,Festus,Acts 25:24,Acts,25,24,24
3006,G,"Who said, ""King Agrippa, and all who are present with us, you see this man! The whole Jewish community has petitioned me about him in Jerusalem and here in Caesarea, shouting that he ought not to live any longer.""?",Festus,Acts 25:24,Acts,25,24,24
3007,X,"In Acts, chapter 25, who found Paul had done nothing deserving of death?",Festus,Acts 25:25,Acts,25,25,25
3008,A,"According to Acts, chapter 25, verse 25, to where did I decide to send him?",Rome,Acts 25:25,Acts,25,25,25
3009,A,"According to Acts, chapter 25, verse 25, to whom did he make his appeal?",The Emperor,Acts 25:25,Acts,25,25,25
3010,G,To where did Festus decide to send Paul?,Rome,Acts 25:25,Acts,25,25,25
3011,G,Whom did Festus find had done nothing deserving of death?,Paul,Acts 25:25,Acts,25,25,25
3012,X,"In Acts, chapter 26, who gave Paul permission to speak for himself?",Agrippa,Acts 26:1,Acts,26,1,1
3013,S,"Situation question: who said it, and to whom: ""You have permission to speak for yourself.""?",Agrippa said it to Paul,Acts 26:1,Acts,26,1,1
3014,G,With what did Paul motion?,His hand,Acts 26:1,Acts,26,1,1
3015,G,"To whom did Agrippa say, ""You have permission to speak for yourself.""?",Paul,Acts 26:1,Acts,26,1,1
3016,A,"According to Acts, chapter 26, verse 1, who began his defense?",Paul,Acts 26:1,Acts,26,1,1
3017,A,"According to Acts, chapter 26, verse 1, what did Paul begin?",His defense,Acts 26:1,Acts,26,1,1
3018,A,"According to Acts, chapter 26, verse 1, who motioned with his hand?",Paul,Acts 26:1,Acts,26,1,1
3019,G,"Who said to Paul, ""You have permission to speak for yourself.""?",Agrippa,Acts 26:1,Acts,26,1,1
3020,G,Who has permission to speak for himself?,Paul,Acts 26:1,Acts,26,1,1
3021,G,Who makes his defense against all the accusations of the Jews?,Paul,Acts 26:2,Acts,26,2,2
3022,G,Who considers himself fortunate to stand before King Agrippa?,Paul,Acts 26:2,Acts,26,2,2
3023,G,Before whom does Paul consider himself fortunate to stand as he makes his defense against all the accusations of the Jews?,King Agrippa,Acts 26:2,Acts,26,2,2
3024,A,"According to Acts, chapter 26, verse 3, what do I beg you to do?",Listen to me patiently,Acts 26:3,Acts,26,3,3
3025,G,How does Paul beg King Agrippa to listen to him?,Patiently,Acts 26:3,Acts,26,3,3
3026,G,Who begs King Agrippa to listen to him patiently?,Paul,Acts 26:3,Acts,26,3,3
3027,G,Whom does Paul beg to listen to him patiently?,King Agrippa,Acts 26:3,Acts,26,3,3
3028,X,"In Acts, chapter 26, who used to live as a Pharisee?",Paul,Acts 26:5,Acts,26,5,5
3029,A,"According to Acts, chapter 26, verse 5, how was I living?",As a Pharisee,Acts 26:5,Acts,26,5,5
3030,G,"Who conformed to the strictest sect of their religion, living as a Pharisee?",Paul,Acts 26:5,Acts,26,5,5
3031,G,Whom have the Jewish people known for a long time?,Paul,Acts 26:5,Acts,26,5,5
3032,G,Who is on trial because of his hope in what God has promised their ancestors?,Paul,Acts 26:6,Acts,26,6,6
3033,A,"According to Acts, chapter 26, verse 7, who are accusing me?",These Jews,Acts 26:7,Acts,26,7,7
3034,G,How do our twelve tribes serve God day and night?,Earnestly,Acts 26:7,Acts,26,7,7
3035,G,Whom do our twelve tribes earnestly serve day and night?,God,Acts 26:7,Acts,26,7,7
3036,V,"Finish this verse: ""Why should any of you...""","""...consider it incredible that God raises the dead?""",Acts 26:8,Acts,26,8,8
3037,X,"In Acts, chapter 26, what is not incredible for God to do?",Raise the dead,Acts 26:8,Acts,26,8,8
3038,X,"In Acts, chapter 26, whom does God raise?",The dead,Acts 26:8,Acts,26,8,8
3039,A,"According to Acts, chapter 26, verse 8, whom does God raise?",The dead,Acts 26:8,Acts,26,8,8
3040,G,Who raises the dead?,God,Acts 26:8,Acts,26,8,8
3041,G,Who too was convinced that he ought to do all that was possible to oppose the name of Jesus of Nazareth?,Paul,Acts 26:9,Acts,26,9,9
3042,G,Who put many of the Lord's people in prison on the authority of the chief priests?,Paul,Acts 26:10,Acts,26,10,10
3043,A,"According to Acts, chapter 26, verse 10, to what were many of the Lord's people put?",Death,Acts 26:10,Acts,26,10,10
3044,G,Who cast his vote against many of the Lord's people when they were put to death?,Paul,Acts 26:10,Acts,26,10,10
3045,G,What did Paul try to force many of the Lord's people to do?,Blaspheme,Acts 26:11,Acts,26,11,11
3046,A,"According to Acts, chapter 26, verse 11, what did I try to do?",Force them to blaspheme,Acts 26:11,Acts,26,11,11
3047,A,"According to Acts, chapter 26, verse 11, why did I go from one synagogue to another?",To have them punished,Acts 26:11,Acts,26,11,11
3048,G,Who was so obsessed with persecuting many of the Lord's people that he even hunted them down in foreign cities?,Paul,Acts 26:11,Acts,26,11,11
3049,G,Who even hunted many of the Lord's people down in foreign cities?,Paul,Acts 26:11,Acts,26,11,11
3050,G,Who tried to force many of the Lord's people to blaspheme?,Paul,Acts 26:11,Acts,26,11,11
3051,G,Who went many a time from one synagogue to another to have the Lord's people punished?,Paul,Acts 26:11,Acts,26,11,11
3052,A,"According to Acts, chapter 26, verse 12, to where was I going on one of these journeys?",Damascus,Acts 26:12,Acts,26,12,12
3053,G,Who was going to Damascus with the authority and commission of the chief priests?,Paul,Acts 26:12,Acts,26,12,12
3054,G,"Who saw a light from heaven, brighter than the sun, blazing around him and his companions?",Paul,Acts 26:13,Acts,26,13,13
3055,A,"According to Acts, chapter 26, verse 13, what did I see?",A light from heaven,Acts 26:13,Acts,26,13,13
3056,A,"According to Acts, chapter 26, verse 13, where was I?",On the road,Acts 26:13,Acts,26,13,13
3057,G,"In what did Paul hear a voice saying to him, ""Saul, Saul, why do you persecute me? It is hard for you to kick against the goads.""?",Aramaic,Acts 26:14,Acts,26,14,14
3058,A,"According to Acts, chapter 26, verse 15, what did I ask?","""Who are you, Lord?""",Acts 26:15,Acts,26,15,15
3059,A,"According to Acts, chapter 26, verse 15, whom are you persecuting?",Jesus (the Lord),Acts 26:15,Acts,26,15,15
3060,Q,"Quote Acts, chapter 26, verse 16.","""'Now get up and stand on your feet. I have appeared to you to appoint you as a servant and as a witness of what you have seen and will see of me.""",Acts 26:16,Acts,26,16,16
3061,S,"Situation question: who said it, and to whom: ""I have appeared to you to appoint you as a servant and as a witness of what you have seen and will see of me.""?",Jesus (the Lord) said it to Paul [OR to Saul],Acts 26:16,Acts,26,16,16
3062,R,"Finish these verses and give the reference: ""I will rescue you from...""","""...your own people and from the Gentiles. I am sending you to them to open their eyes and turn them from darkness to light, and from the power of Satan to God, so that they may receive forgiveness of sins and a place among those who are sanctified by faith in me.'""",Acts 26:17-18,Acts,26,17-18,17
3063,Q,"Quote Acts, chapter 26, verses 19 through 20.","""""So then, King Agrippa, I was not disobedient to the vision from heaven. First to those in Damascus, then to those in Jerusalem and in all Judea, and then to the Gentiles, I preached that they should repent and turn to God and demonstrate their repentance by their deeds.""",Acts 26:19-20,Acts,26,19-20,19
3064,G,Who was not disobedient to the vision from heaven?,Paul,Acts 26:19,Acts,26,19,19
3065,X,Where did Paul first preach?,In Damascus,Acts 26:20,Acts,26,20,20
3066,A,"According to Acts, chapter 26, verse 20, to whom should they turn?",God,Acts 26:20,Acts,26,20,20
3067,G,"Who preached first to those in Damascus, then to those in Jerusalem and in all Judea, and then to the Gentiles?",Paul,Acts 26:20,Acts,26,20,20
3068,G,Who preached that they should repent and turn to God and demonstrate their repentance by their deeds?,Paul,Acts 26:20,Acts,26,20,20
3069,X,"In Acts, chapter 26, whom did some Jews seize in the temple courts and try to kill?",Paul,Acts 26:21,Acts,26,21,21
3070,A,"According to Acts, chapter 26, verse 21, who tried to kill me?",Some Jews,Acts 26:21,Acts,26,21,21
3071,A,"According to Acts, chapter 26, verse 21, who seized me?",Some Jews,Acts 26:21,Acts,26,21,21
3072,G,Who has helped Paul to this very day?,God,Acts 26:22,Acts,26,22,22
3073,G,What is Paul saying beyond what the prophets and Moses said would happen?,Nothing,Acts 26:22,Acts,26,22,22
3074,G,Who is saying nothing beyond what the prophets and Moses said would happen?,Paul,Acts 26:22,Acts,26,22,22
3075,G,Who testifies to small and great alike?,Paul,Acts 26:22,Acts,26,22,22
3076,A,"According to Acts, chapter 26, verse 23, who would bring the message of light to his own people and to the Gentiles?",The Messiah,Acts 26:23,Acts,26,23,23
3077,A,"According to Acts, chapter 26, verse 23, who would suffer?",The Messiah,Acts 26:23,Acts,26,23,23
3078,S,"Situation question: who said it, and to whom: ""Your great learning is driving you insane.""?",Festus said it to Paul,Acts 26:24,Acts,26,24,24
3079,X,What did Festus say Paul's great learning was doing?,Driving Paul insane,Acts 26:24,Acts,26,24,24
3080,X,Whom did Festus say was out of his mind?,Paul,Acts 26:24,Acts,26,24,24
3081,A,"According to Acts, chapter 26, verse 24, when did Festus interrupt Paul's defense?",At this point,Acts 26:24,Acts,26,24,24
3082,G,"Who shouted, ""You are out of your mind, Paul!""?",Festus,Acts 26:24,Acts,26,24,24
3083,G,Who interrupted Paul's defense?,Festus,Acts 26:24,Acts,26,24,24
3084,G,Whose defense did Festus interrupt?,Paul's,Acts 26:24,Acts,26,24,24
3085,A,"According to Acts, chapter 26, verse 25, who is most excellent?",Festus,Acts 26:25,Acts,26,25,25
3086,A,"According to Acts, chapter 26, verse 25, what am I not?",Insane,Acts 26:25,Acts,26,25,25
3087,A,"According to Acts, chapter 26, verse 25, what is what I am saying?",True and reasonable,Acts 26:25,Acts,26,25,25
3088,G,Who is not insane?,Paul,Acts 26:25,Acts,26,25,25
3089,A,"According to Acts, chapter 26, verse 26, where was it not done?",In a corner,Acts 26:26,Acts,26,26,26
3090,A,"According to Acts, chapter 26, verse 26, who is familiar with these things?",The king,Acts 26:26,Acts,26,26,26
3091,G,How can Paul speak to the king?,Freely,Acts 26:26,Acts,26,26,26
3092,G,Who is convinced that none of this has escaped the king's notice?,Paul,Acts 26:26,Acts,26,26,26
3093,G,Who can speak freely to the king?,Paul,Acts 26:26,Acts,26,26,26
3094,X,"In Acts, chapter 26, who believes the prophets?",King Agrippa,Acts 26:27,Acts,26,27,27
3095,X,Who knows that King Agrippa believes the prophets?,Paul,Acts 26:27,Acts,26,27,27
3096,S,"Situation question: who said it, and to whom: ""Do you think that in such a short time you can persuade me to be a Christian?""",Agrippa said it to Paul,Acts 26:28,Acts,26,28,28
3097,G,"Who said to Paul, ""Do you think that in such a short time you can persuade me to be a Christian?""",Agrippa,Acts 26:28,Acts,26,28,28
3098,G,"To whom did Agrippa say, ""Do you think that in such a short time you can persuade me to be a Christian?""",Paul,Acts 26:28,Acts,26,28,28
3099,Q,"Quote Acts, chapter 26, verse 29.","""Paul replied, ""Short time or long - I pray to God that not only you but all who are listening to me today may become what I am, except for these chains.""""",Acts 26:29,Acts,26,29,29
3100,S,"Situation question: who said it, and to whom: ""Short time or longI pray to God that not only you but all who are listening to me today may become what I am, except for these chains.""?",Paul said it to Agrippa,Acts 26:29,Acts,26,29,29
3101,A,"According to Acts, chapter 26, verse 31, what did they leave?",The room,Acts 26:31,Acts,26,31,31
3102,G,Who is not doing anything that deserves death or imprisonment?,Paul,Acts 26:31,Acts,26,31,31
3103,S,"Situation question: who said it, and to whom: ""This man could have been set free if he had not appealed to Caesar.""?",Agrippa said it to Festus,Acts 26:32,Acts,26,32,32
3104,G,"Who said to Festus, ""This man could have been set free if he had not appealed to Caesar.""?",Agrippa,Acts 26:32,Acts,26,32,32
3105,G,"To whom did Agrippa say, ""This man could have been set free if he had not appealed to Caesar.""?",Festus,Acts 26:32,Acts,26,32,32
3106,A,"According to Acts, chapter 27, verse 1, for where was it decided that we would sail?",Italy,Acts 27:1,Acts,27,1,1
3107,A,"According to Acts, chapter 27, verse 1, what was a centurion named?",Julius,Acts 27:1,Acts,27,1,1
3108,X,"In Acts, chapter 27, from where was a Macedonian named Aristarchus?",Thessalonica,Acts 27:2,Acts,27,2,2
3109,A,"According to Acts, chapter 27, verse 2, to where did we put out?",Sea,Acts 27:2,Acts,27,2,2
3110,G,From where did we board a ship about to sail for ports along the coast of the province of Asia?,Adramyttium,Acts 27:2,Acts,27,2,2
3111,G,Who was a Macedonian from Thessalonica?,Aristarchus,Acts 27:2,Acts,27,2,2
3112,A,"According to Acts, chapter 27, verse 3, where did we land the next day?",At Sidon,Acts 27:3,Acts,27,3,3
3113,A,"According to Acts, chapter 27, verse 3, who allowed Paul to go to his friends?",Julius,Acts 27:3,Acts,27,3,3
3114,G,To whom did Julius allow Paul to go?,His friends,Acts 27:3,Acts,27,3,3
3115,G,Who allowed Paul to go to his friends so they might provide for his needs?,Julius,Acts 27:3,Acts,27,3,3
3116,G,Whom did Julius allow to go to his friends?,Paul,Acts 27:3,Acts,27,3,3
3117,A,"According to Acts, chapter 27, verse 4, to where did we put out again?",Sea,Acts 27:4,Acts,27,4,4
3118,A,"According to Acts, chapter 27, verse 4, what were against us?",The winds,Acts 27:4,Acts,27,4,4
3119,G,Where was Myra?,In Lycia,Acts 27:5,Acts,27,5,5
3120,G,What was in Lycia?,Myra,Acts 27:5,Acts,27,5,5
3121,X,"In Acts, chapter 27, for where was an Alexandrian ship sailing?",Italy,Acts 27:6,Acts,27,6,6
