Set Title,Set Number,Question Number,Type,Question,Answer,Reference,Book,Chapter,Verse,Begin Verse
"Set #1  all questions",1,2772,"A","According to Acts, chapter 23, verse 27, who were about to kill him?","The Jews","Acts 23:27",Acts,23,"27",27,
"Set #1  all questions",1,2773,"A","According to Acts, chapter 23, verse 27, by whom was this man seized?","The Jews","Acts 23:27",Acts,23,"27",27,
"Set #1  all questions",1,2774,"G","Whom did Claudius Lysias rescue?","Paul","Acts 23:27",Acts,23,"27",27,
"Set #1  all questions",1,2775,"A","According to Acts, chapter 23, verse 28, to where did I bring him?","Their Sanhedrin","Acts 23:28",Acts,23,"28",28,
"Set #1  all questions",1,2776,"G","Against whom was there no charge that deserved death or imprisonment?","Paul","Acts 23:29",Acts,23,"29",29,
"Set #1  all questions",1,2777,"G","To whom did Claudius Lysias also order Paul's accusers to present their case against Paul?","Governor Felix","Acts 23:30",Acts,23,"30",30,
"Set #1  all questions",1,2778,"A","According to Acts, chapter 23, verse 31, when did the soldiers take Paul with them?","During the night","Acts 23:31",Acts,23,"31",31,
"Set #1  all questions",1,2779,"A","According to Acts, chapter 23, verse 31, who were carrying out their orders?","The soldiers","Acts 23:31",Acts,23,"31",31,
"Set #1  all questions",1,2780,"A","According to Acts, chapter 23, verse 31, what were the soldiers carrying out?","Their orders","Acts 23:31",Acts,23,"31",31,
"Set #1  all questions",1,2781,"G","Whom did the soldiers bring as far as Antipatris?","Paul","Acts 23:31",Acts,23,"31",31,
"Set #1  all questions",1,2782,"G","Who took Paul with them during the night and brought him as far as Antipatris?","The soldiers","Acts 23:31",Acts,23,"31",31,
"Set #1  all questions",1,2783,"A","According to Acts, chapter 23, verse 32, to what did they return?","The barracks","Acts 23:32",Acts,23,"32",32,
"Set #1  all questions",1,2784,"A","According to Acts, chapter 23, verse 32, whom did they let go on with him?","The cavalry","Acts 23:32",Acts,23,"32",32,
"Set #1  all questions",1,2785,"G","With whom did the soldiers let the cavalry go on?","Paul","Acts 23:32",Acts,23,"32",32,
"Set #1  all questions",1,2786,"A","According to Acts, chapter 23, verse 33, where did the cavalry arrive?","In Caesarea","Acts 23:33",Acts,23,"33",33,
"Set #1  all questions",1,2787,"G","Whom did the cavalry hand over to the governor?","Paul","Acts 23:33",Acts,23,"33",33,
"Set #1  all questions",1,2788,"X","In Acts, chapter 23, who was from Cilicia?","Paul","Acts 23:34",Acts,23,"34",34,
"Set #1  all questions",1,2789,"A","According to Acts, chapter 23, verse 34, who read the letter?","The governor","Acts 23:34",Acts,23,"34",34,
"Set #1  all questions",1,2790,"G","From what province was Paul?","Cilicia","Acts 23:34",Acts,23,"34",34,
"Set #1  all questions",1,2791,"G","To where did the high priest Ananias go down with some of the elders and a lawyer named Tertullus?","Caesarea","Acts 24:1",Acts,24,"1",1,
"Set #1  all questions",1,2792,"A","According to Acts, chapter 24, verse 1, who was the high priest?","Ananias","Acts 24:1",Acts,24,"1",1,
"Set #1  all questions",1,2793,"A","According to Acts, chapter 24, verse 1, to where did the high priest Ananias go down?","Caesarea","Acts 24:1",Acts,24,"1",1,
"Set #1  all questions",1,2794,"G","What was Tertullus?","A lawyer","Acts 24:1",Acts,24,"1",1,
"Set #1  all questions",1,2795,"G","Who was a lawyer?","Tertullus","Acts 24:1",Acts,24,"1",1,
"Set #1  all questions",1,2796,"S","Situation question: who said it, and to whom: ""We have enjoyed a long period of peace under you, and your foresight has brought about reforms in this nation.""?","Tertullus said it to Felix [OR to the governor]","Acts 24:2",Acts,24,"2",2,
"Set #1  all questions",1,2797,"A","According to Acts, chapter 24, verse 2, who was called in?","Paul","Acts 24:2",Acts,24,"2",2,
"Set #1  all questions",1,2798,"G","What did Tertullus present before Felix?","His case","Acts 24:2",Acts,24,"2",2,
"Set #1  all questions",1,2799,"G","What has Felix's foresight brought about in this nation?","Reforms","Acts 24:2",Acts,24,"2",2,
"Set #1  all questions",1,2800,"G","Under whom have we enjoyed a long period of peace?","Felix","Acts 24:2",Acts,24,"2",2,
"Set #1  all questions",1,2801,"G","Before whom did Tertullus present his case?","Felix","Acts 24:2",Acts,24,"2",2,
"Set #1  all questions",1,2802,"G","Whose foresight has brought about reforms in this nation?","Felix's","Acts 24:2",Acts,24,"2",2,
"Set #1  all questions",1,2803,"G","What has brought about reforms in this nation?","Felix's foresight","Acts 24:2",Acts,24,"2",2,
"Set #1  all questions",1,2804,"G","Who presented his case before Felix?","Tertullus","Acts 24:2",Acts,24,"2",2,
"Set #1  all questions",1,2805,"X","In Acts, chapter 24, who is called ""most excellent""?","Felix","Acts 24:3",Acts,24,"3",3,
"Set #1  all questions",1,2806,"A","According to Acts, chapter 24, verse 3, who is most excellent?","Felix","Acts 24:3",Acts,24,"3",3,
"Set #1  all questions",1,2807,"A","According to Acts, chapter 24, verse 3, what is Felix?","Most excellent","Acts 24:3",Acts,24,"3",3,
"Set #1  all questions",1,2808,"A","According to Acts, chapter 24, verse 3, with what do we acknowledge this?","Profound gratitude","Acts 24:3",Acts,24,"3",3,
"Set #1  all questions",1,2809,"G","Where do we acknowledge this with profound gratitude?","Everywhere","Acts 24:3",Acts,24,"3",3,
"Set #1  all questions",1,2810,"S","Situation question: who said it, and to whom: ""But in order not to weary you further, I would request that you be kind enough to hear us briefly.""?","Tertullus said it to Felix [OR to the governor]","Acts 24:4",Acts,24,"4",4,
"Set #1  all questions",1,2811,"G","Who would request that Felix be kind enough to hear them briefly?","Tertullus","Acts 24:4",Acts,24,"4",4,
"Set #1  all questions",1,2812,"X","What did Tertullus say Paul was stirring up among the Jews all over the world?","Riots","Acts 24:5",Acts,24,"5",5,
"Set #1  all questions",1,2813,"A","According to Acts, chapter 24, verse 5, what have we found this man to be?","A troublemaker","Acts 24:5",Acts,24,"5",5,
"Set #1  all questions",1,2814,"G","Who is a ringleader of the Nazarene sect?","Paul","Acts 24:5",Acts,24,"5",5,
"Set #1  all questions",1,2815,"X","Whom did Tertullus say even tried to desecrate the temple?","Paul","Acts 24:6",Acts,24,"6",6,
"Set #1  all questions",1,2816,"X","What did Tertullus say Paul even tried to desecrate?","The temple","Acts 24:6",Acts,24,"6",6,
"Set #1  all questions",1,2817,"G","Who will be able to learn the truth about all these charges we are bringing against Paul by examining Paul himself?","Felix","Acts 24:8",Acts,24,"8",8,
"Set #1  all questions",1,2818,"A","According to Acts, chapter 24, verse 9, in what did the other Jews join?","The accusation","Acts 24:9",Acts,24,"9",9,
"Set #1  all questions",1,2819,"A","According to Acts, chapter 24, verse 10, how do I make my defense?","Gladly","Acts 24:10",Acts,24,"10",10,
"Set #1  all questions",1,2820,"G","Who replied: ""I know that for a number of years you have been a judge over this nation; so I gladly make my defense.""?","Paul","Acts 24:10",Acts,24,"10",10,
"Set #1  all questions",1,2821,"G","Over what has the governor been a judge for a number of years?","This nation","Acts 24:10",Acts,24,"10",10,
"Set #1  all questions",1,2822,"A","According to Acts, chapter 24, verse 10, what do I gladly make?","My defense","Acts 24:10",Acts,24,"10",10,
"Set #1  all questions",1,2823,"G","Who gladly makes his defense?","Paul","Acts 24:10",Acts,24,"10",10,
"Set #1  all questions",1,2824,"G","For whom did the governor motion to speak?","Paul","Acts 24:10",Acts,24,"10",10,
"Set #1  all questions",1,2825,"S","Situation question: who said it, and to whom: ""You can easily verify that no more than twelve days ago I went up to Jerusalem to worship.""?","Paul said it to the governor [OR to Felix]","Acts 24:11",Acts,24,"11",11,
"Set #1  all questions",1,2826,"A","According to Acts, chapter 24, verse 11, to where did I go up to worship?","Jerusalem","Acts 24:11",Acts,24,"11",11,
"Set #1  all questions",1,2827,"A","According to Acts, chapter 24, verse 11, why did I go up to Jerusalem?","To worship","Acts 24:11",Acts,24,"11",11,
"Set #1  all questions",1,2828,"G","How can the governor verify that no more than twelve days ago Paul went up to Jerusalem to worship?","Easily","Acts 24:11",Acts,24,"11",11,
"Set #1  all questions",1,2829,"G","Who did not find Paul stirring up a crowd in the synagogues or anywhere else in the city?","Paul's accusers","Acts 24:12",Acts,24,"12",12,
"Set #1  all questions",1,2830,"G","With whom did Paul's accusers not find him arguing at the temple?","Anyone","Acts 24:12",Acts,24,"12",12,
"Set #1  all questions",1,2831,"G","Whose accusers did not find him stirring up a crowd in the synagogues or anywhere else in the city?","Paul's","Acts 24:12",Acts,24,"12",12,
"Set #1  all questions",1,2832,"G","Whose accusers did not find him arguing with anyone at the temple?","Paul's","Acts 24:12",Acts,24,"12",12,
"Set #1  all questions",1,2833,"G","Who did not find Paul arguing with anyone at the temple?","Paul's accusers","Acts 24:12",Acts,24,"12",12,
"Set #1  all questions",1,2834,"G","Who cannot prove to the governor the charges they are now making against Paul?","Paul's accusers","Acts 24:13",Acts,24,"13",13,
"Set #1  all questions",1,2835,"Q","Quote Acts, chapter 24, verse 14.","""However, I admit that I worship the God of our ancestors as a follower of the Way, which they call a sect. I believe everything that is in accordance with the Law and that is written in the Prophets,""","Acts 24:14",Acts,24,"14",14,
"Set #1  all questions",1,2836,"X","In Acts, chapter 24, who describes himself as a follower of the Way?","Paul","Acts 24:14",Acts,24,"14",14,
"Set #1  all questions",1,2837,"Q","Quote Acts, chapter 24, verse 14.","""However, I admit that I worship the God of our ancestors as a follower of the Way, which they call a sect. I believe everything that is in accordance with the Law and that is written in the Prophets,""","Acts 24:14",Acts,24,"14",14,
"Set #1  all questions",1,2838,"Q","Quote Acts, chapter 24, verse 14.","""However, I admit that I worship the God of our ancestors as a follower of the Way, which they call a sect. I believe everything that is in accordance with the Law and that is written in the Prophets,""","Acts 24:14",Acts,24,"14",14,
"Set #1  all questions",1,2839,"Q","Quote Acts, chapter 24, verse 14.","""However, I admit that I worship the God of our ancestors as a follower of the Way, which they call a sect. I believe everything that is in accordance with the Law and that is written in the Prophets,""","Acts 24:14",Acts,24,"14",14,
"Set #1  all questions",1,2840,"Q","Quote Acts, chapter 24, verse 14.","""However, I admit that I worship the God of our ancestors as a follower of the Way, which they call a sect. I believe everything that is in accordance with the Law and that is written in the Prophets,""","Acts 24:14",Acts,24,"14",14,
"Set #1  all questions",1,2841,"Q","Quote Acts, chapter 24, verse 14.","""However, I admit that I worship the God of our ancestors as a follower of the Way, which they call a sect. I believe everything that is in accordance with the Law and that is written in the Prophets,""","Acts 24:14",Acts,24,"14",14,
"Set #1  all questions",1,2842,"Q","Quote Acts, chapter 24, verse 14.","""However, I admit that I worship the God of our ancestors as a follower of the Way, which they call a sect. I believe everything that is in accordance with the Law and that is written in the Prophets,""","Acts 24:14",Acts,24,"14",14,
"Set #1  all questions",1,2843,"Q","Quote Acts, chapter 24, verse 14.","""However, I admit that I worship the God of our ancestors as a follower of the Way, which they call a sect. I believe everything that is in accordance with the Law and that is written in the Prophets,""","Acts 24:14",Acts,24,"14",14,
"Set #1  all questions",1,2844,"Q","Quote Acts, chapter 24, verse 14.","""However, I admit that I worship the God of our ancestors as a follower of the Way, which they call a sect. I believe everything that is in accordance with the Law and that is written in the Prophets,""","Acts 24:14",Acts,24,"14",14,
"Set #1  all questions",1,2845,"V","Finish this verse: ""However, I admit that I...""","""...worship the God of our ancestors as a follower of the Way, which they call a sect. I believe everything that is in accordance with the Law and that is written in the Prophets,""","Acts 24:14",Acts,24,"14",14,
